field_key,field_title,row_id,suggested_key,suggested_cosine,suggested_nli,suggested_combined,delta_cosine,delta_nli,delta_combined
clinical_course,Clinical course of treatment including rationale for today's service,22,,0.0,0.0,0.0,,,
clinical_course,Clinical course of treatment including rationale for today's service,22,,0.0,0.0,0.0,,,
clinical_course,Clinical course of treatment including rationale for today's service,22,,0.0,0.0,0.0,,,
clinical_course,Clinical course of treatment including rationale for today's service,22,,0.0,0.0,0.0,,,
clinical_course,Clinical course of treatment including rationale for today's service,22,,0.0,0.0,0.0,,,
clinical_course,Clinical course of treatment including rationale for today's service,22,,0.0,0.0,0.0,,,
clinical_course,Clinical course of treatment including rationale for today's service,22,,0.0,0.0,0.0,,,
clinical_course,Clinical course of treatment including rationale for today's service,22,,0.0,0.0,0.0,,,
clinical_course,Clinical course of treatment including rationale for today's service,22,,0.0,0.0,0.0,,,
clinical_course,Clinical course of treatment including rationale for today's service,22,,0.0,0.0,0.0,,,
clinical_course,Clinical course of treatment including rationale for today's service,22,,0.0,0.0,0.0,,,
clinical_course,Clinical course of treatment including rationale for today's service,22,,0.0,0.0,0.0,,,
clinical_course,Clinical course of treatment including rationale for today's service,22,,0.0,0.0,0.0,,,
clinical_course,Clinical course of treatment including rationale for today's service,22,,0.0,0.0,0.0,,,
clinical_course,Clinical course of treatment including rationale for today's service,22,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
changes_consumer,Changes in the consumer's condition or situation,23,,0.0,0.0,0.0,,,
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
response,Current status and response to treatment,24,current_status_response_treatment,0.9751025438308716,0.93408203125,0.958694338798523,0.32675787806510925,0.10498046875,0.23804691433906555
plan,Plan,25,,,,,,,
psych_title,Psychiatric Evaluation,26,,,,,,,
chief,Chief Complaint,27,chief_complaint,1.0000000596046448,0.890625,0.9562500357627868,0.18969061970710754,0.220703125,0.20209562182426444
chief,Chief Complaint,27,chief_complaint,1.0000000596046448,0.890625,0.9562500357627868,0.18969061970710754,0.220703125,0.20209562182426444
chief,Chief Complaint,27,chief_complaint,1.0000000596046448,0.890625,0.9562500357627868,0.18969061970710754,0.220703125,0.20209562182426444
chief,Chief Complaint,27,chief_complaint,1.0000000596046448,0.890625,0.9562500357627868,0.18969061970710754,0.220703125,0.20209562182426444
history,History of Present Illness (details if applicable),28,history_present_illness,0.9789978861808777,0.97705078125,0.9782190442085267,0.3041989505290985,0.12841796875,0.23388655781745915
history,History of Present Illness (details if applicable),28,history_present_illness,0.9789978861808777,0.97705078125,0.9782190442085267,0.3041989505290985,0.12841796875,0.23388655781745915
history,History of Present Illness (details if applicable),28,history_present_illness,0.9789978861808777,0.97705078125,0.9782190442085267,0.3041989505290985,0.12841796875,0.23388655781745915
history,History of Present Illness (details if applicable),28,history_present_illness,0.9789978861808777,0.97705078125,0.9782190442085267,0.3041989505290985,0.12841796875,0.23388655781745915
treatment_history,Past Psychiatric Treatment History Including Medications and their Effects,29,psychiatric_history_including_medications,0.9587783515453339,0.986328125,0.9697982609272003,0.08273589611053467,0.06103515625,0.07405560016632085
treatment_history,Past Psychiatric Treatment History Including Medications and their Effects,29,psychiatric_history_including_medications,0.9587783515453339,0.986328125,0.9697982609272003,0.08273589611053467,0.06103515625,0.07405560016632085
treatment_history,Past Psychiatric Treatment History Including Medications and their Effects,29,psychiatric_history_including_medications,0.9587783515453339,0.986328125,0.9697982609272003,0.08273589611053467,0.06103515625,0.07405560016632085
treatment_history,Past Psychiatric Treatment History Including Medications and their Effects,29,psychiatric_history_including_medications,0.9587783515453339,0.986328125,0.9697982609272003,0.08273589611053467,0.06103515625,0.07405560016632085
prev_meds,Medications Previously Tried (if any),30,medications_previously_tried,1.0,0.95703125,0.9828125,0.2840418219566345,0.1806640625,0.2426907181739807
prev_meds,Medications Previously Tried (if any),30,medications_previously_tried,1.0,0.95703125,0.9828125,0.2840418219566345,0.1806640625,0.2426907181739807
prev_meds,Medications Previously Tried (if any),30,medications_previously_tried,1.0,0.95703125,0.9828125,0.2840418219566345,0.1806640625,0.2426907181739807
prev_meds,Medications Previously Tried (if any),30,medications_previously_tried,1.0,0.95703125,0.9828125,0.2840418219566345,0.1806640625,0.2426907181739807
substance_abuse,Past and Current Substances Abuse,31,past_substances_abuse,0.978141725063324,0.9345703125,0.9607131600379943,0.13975870609283447,-0.03662109375,0.06920678615570064
substance_abuse,Past and Current Substances Abuse,31,past_substances_abuse,0.978141725063324,0.9345703125,0.9607131600379943,0.13975870609283447,-0.03662109375,0.06920678615570064
substance_abuse,Past and Current Substances Abuse,31,past_substances_abuse,0.978141725063324,0.9345703125,0.9607131600379943,0.13975870609283447,-0.03662109375,0.06920678615570064
substance_abuse,Past and Current Substances Abuse,31,past_substances_abuse,0.978141725063324,0.9345703125,0.9607131600379943,0.13975870609283447,-0.03662109375,0.06920678615570064
child_development,Childhood Development (Children Only),32,childhood_development,1.0,0.8818359375,0.952734375,0.0414159893989563,-0.0361328125,0.010396468639373824
child_development,Childhood Development (Children Only),32,childhood_development,1.0,0.8818359375,0.952734375,0.0414159893989563,-0.0361328125,0.010396468639373824
child_development,Childhood Development (Children Only),32,childhood_development,1.0,0.8818359375,0.952734375,0.0414159893989563,-0.0361328125,0.010396468639373824
child_development,Childhood Development (Children Only),32,childhood_development,1.0,0.8818359375,0.952734375,0.0414159893989563,-0.0361328125,0.010396468639373824
issues,Personal/Family/Social History/Legal Issues,33,,0.0,0.0,0.0,,,
issues,Personal/Family/Social History/Legal Issues,33,,0.0,0.0,0.0,,,
issues,Personal/Family/Social History/Legal Issues,33,,0.0,0.0,0.0,,,
issues,Personal/Family/Social History/Legal Issues,33,,0.0,0.0,0.0,,,
fam_history,Family History (Biological Loading),34,family_history,1.0,0.92529296875,0.9701171875,0.23642760515213013,0.00732421875,0.14478625059127814
fam_history,Family History (Biological Loading),34,family_history,1.0,0.92529296875,0.9701171875,0.23642760515213013,0.00732421875,0.14478625059127814
fam_history,Family History (Biological Loading),34,family_history,1.0,0.92529296875,0.9701171875,0.23642760515213013,0.00732421875,0.14478625059127814
fam_history,Family History (Biological Loading),34,family_history,1.0,0.92529296875,0.9701171875,0.23642760515213013,0.00732421875,0.14478625059127814
reactions,Allergies/Adverse Reactions,35,,0.0,0.0,0.0,,,
reactions,Allergies/Adverse Reactions,35,,0.0,0.0,0.0,,,
reactions,Allergies/Adverse Reactions,35,,0.0,0.0,0.0,,,
reactions,Allergies/Adverse Reactions,35,,0.0,0.0,0.0,,,
med_history,Medical History,36,medical_history,1.0,0.9248046875,0.969921875,0.05276116728782654,-0.0087890625,0.028141075372696056
med_history,Medical History,36,medical_history,1.0,0.9248046875,0.969921875,0.05276116728782654,-0.0087890625,0.028141075372696056
med_history,Medical History,36,medical_history,1.0,0.9248046875,0.969921875,0.05276116728782654,-0.0087890625,0.028141075372696056
med_history,Medical History,36,medical_history,1.0,0.9248046875,0.969921875,0.05276116728782654,-0.0087890625,0.028141075372696056
current_meds,Current Medications,37,current_medications,1.0000001192092896,0.9599609375,0.9839844465255737,0.06831154227256775,0.00146484375,0.04157286286354067
current_meds,Current Medications,37,current_medications,1.0000001192092896,0.9599609375,0.9839844465255737,0.06831154227256775,0.00146484375,0.04157286286354067
current_meds,Current Medications,37,current_medications,1.0000001192092896,0.9599609375,0.9839844465255737,0.06831154227256775,0.00146484375,0.04157286286354067
current_meds,Current Medications,37,current_medications,1.0000001192092896,0.9599609375,0.9839844465255737,0.06831154227256775,0.00146484375,0.04157286286354067
pregnant,Pregnant?,38,,,,,,,
contraceptive,LMP and Contraceptive Method,39,contraceptive_method,0.8742060661315918,0.91943359375,0.8922970771789551,0.036122024059295654,0.015625,0.027923214435577437
contraceptive,LMP and Contraceptive Method,39,contraceptive_method,0.8742060661315918,0.91943359375,0.8922970771789551,0.036122024059295654,0.015625,0.027923214435577437
contraceptive,LMP and Contraceptive Method,39,contraceptive_method,0.8742060661315918,0.91943359375,0.8922970771789551,0.036122024059295654,0.015625,0.027923214435577437
contraceptive,LMP and Contraceptive Method,39,contraceptive_method,0.8742060661315918,0.91943359375,0.8922970771789551,0.036122024059295654,0.015625,0.027923214435577437
form_given,Physical Exam form given with a request for Primary Care Provider,40,,,,,,,
height,Height and Weight:,41,,0.0,0.0,0.0,,,
height,Height and Weight:,41,,0.0,0.0,0.0,,,
height,Height and Weight:,41,,0.0,0.0,0.0,,,
height,Height and Weight:,41,,0.0,0.0,0.0,,,
men_stat_title,Psychiatric Evaluation Mental Status Exam,42,,,,,,,
appearance,Appearance,43,appearance,1.0000000596046448,0.87158203125,0.9486328482627868,0.0,0.0,0.0
appearance,Appearance,43,appearance,1.0000000596046448,0.87158203125,0.9486328482627868,0.0,0.0,0.0
appearance,Appearance,43,appearance,1.0000000596046448,0.87158203125,0.9486328482627868,0.0,0.0,0.0
appearance,Appearance,43,appearance,1.0000000596046448,0.87158203125,0.9486328482627868,0.0,0.0,0.0
eye_contact,Eye Contact,44,eye_contact,1.0000000596046448,0.9091796875,0.9636719107627869,0.0,0.0,0.0
eye_contact,Eye Contact,44,eye_contact,1.0000000596046448,0.9091796875,0.9636719107627869,0.0,0.0,0.0
eye_contact,Eye Contact,44,eye_contact,1.0000000596046448,0.9091796875,0.9636719107627869,0.0,0.0,0.0
eye_contact,Eye Contact,44,eye_contact,1.0000000596046448,0.9091796875,0.9636719107627869,0.0,0.0,0.0
attention,Attention Span,45,attention_span,1.0000000596046448,0.9033203125,0.9613281607627868,0.12896209955215454,0.09033203125,0.11351007223129272
attention,Attention Span,45,attention_span,1.0000000596046448,0.9033203125,0.9613281607627868,0.12896209955215454,0.09033203125,0.11351007223129272
attention,Attention Span,45,attention_span,1.0000000596046448,0.9033203125,0.9613281607627868,0.12896209955215454,0.09033203125,0.11351007223129272
attention,Attention Span,45,attention_span,1.0000000596046448,0.9033203125,0.9613281607627868,0.12896209955215454,0.09033203125,0.11351007223129272
psych_activity,Psychomotor Activity,46,psychomotor_activity,1.0000000596046448,0.8935546875,0.9574219107627868,0.19447699189186096,0.17724609375,0.1875846326351165
psych_activity,Psychomotor Activity,46,psychomotor_activity,1.0000000596046448,0.8935546875,0.9574219107627868,0.19447699189186096,0.17724609375,0.1875846326351165
psych_activity,Psychomotor Activity,46,psychomotor_activity,1.0000000596046448,0.8935546875,0.9574219107627868,0.19447699189186096,0.17724609375,0.1875846326351165
psych_activity,Psychomotor Activity,46,psychomotor_activity,1.0000000596046448,0.8935546875,0.9574219107627868,0.19447699189186096,0.17724609375,0.1875846326351165
orientation,Orientation,47,,,,,,,
st_memory,Short-term memory,48,,,,,,,
lt_memory,Long-term memory,49,,,,,,,
content,Thought Content,50,thought_content,1.0000000596046448,0.876953125,0.9507812857627869,0.15008580684661865,0.07177734375,0.11876242160797124
content,Thought Content,50,thought_content,1.0000000596046448,0.876953125,0.9507812857627869,0.15008580684661865,0.07177734375,0.11876242160797124
content,Thought Content,50,thought_content,1.0000000596046448,0.876953125,0.9507812857627869,0.15008580684661865,0.07177734375,0.11876242160797124
content,Thought Content,50,thought_content,1.0000000596046448,0.876953125,0.9507812857627869,0.15008580684661865,0.07177734375,0.11876242160797124
mood,Mood,51,mood,1.0000000596046448,0.8359375,0.9343750357627869,0.0,0.0,0.0
mood,Mood,51,mood,1.0000000596046448,0.8359375,0.9343750357627869,0.0,0.0,0.0
mood,Mood,51,mood,1.0000000596046448,0.8359375,0.9343750357627869,0.0,0.0,0.0
mood,Mood,51,mood,1.0000000596046448,0.8359375,0.9343750357627869,0.0,0.0,0.0
affect,Affect,52,affect,1.0,0.86083984375,0.9443359375,0.0,0.0,0.0
affect,Affect,52,affect,1.0,0.86083984375,0.9443359375,0.0,0.0,0.0
affect,Affect,52,affect,1.0,0.86083984375,0.9443359375,0.0,0.0,0.0
affect,Affect,52,affect,1.0,0.86083984375,0.9443359375,0.0,0.0,0.0
cog_function,Cognitive Functioning,53,,,,,,,
knowledge,Knowledge,54,,,,,,,
associations,Associations,55,associations,1.0,0.88525390625,0.9541015625,0.0,0.0,0.0
associations,Associations,55,associations,1.0,0.88525390625,0.9541015625,0.0,0.0,0.0
associations,Associations,55,associations,1.0,0.88525390625,0.9541015625,0.0,0.0,0.0
associations,Associations,55,associations,1.0,0.88525390625,0.9541015625,0.0,0.0,0.0
speech,Speech,56,,,,,,,
insight,Insight,57,,,,,,,
judgement,Judgement:,58,,,,,,,
audio_hallucination,Audio Hallucination,59,,,,,,,
visual_hallucination,Visual Hallucination,60,,,,,,,
gait,Gait Station Normal,61,,,,,,,
vitals,Vitals Review,62,,,,,,,
manner,Manner of Relating to Examiner,63,manner_relating_examiner,0.9704951643943787,0.94677734375,0.9610080361366271,0.2175639271736145,0.14404296875,0.18815554380416866
manner,Manner of Relating to Examiner,63,manner_relating_examiner,0.9704951643943787,0.94677734375,0.9610080361366271,0.2175639271736145,0.14404296875,0.18815554380416866
manner,Manner of Relating to Examiner,63,manner_relating_examiner,0.9704951643943787,0.94677734375,0.9610080361366271,0.2175639271736145,0.14404296875,0.18815554380416866
manner,Manner of Relating to Examiner,63,manner_relating_examiner,0.9704951643943787,0.94677734375,0.9610080361366271,0.2175639271736145,0.14404296875,0.18815554380416866
past_title,Risk Profile Past Behavior,64,,,,,,,
homicidal,Homicidal,65,,,,,,,
suicidal,Suicidal,66,,,,,,,
assaultive,Assaultive,67,,,,,,,
past_substance_abuse,Substance Abuse,68,,,,,,,
past_organicity,Organicity,69,,,,,,,
present_title,Risk Profile Present Behavior,70,,,,,,,
curr_homicidal,Homicidal,71,,,,,,,
curr_suicidal,Suicidal,72,,,,,,,
curr_assaultive,Assaultive,73,,,,,,,
curr_substance_abuse,Substance Abuse,74,,,,,,,
curr_organicity,Organicity,75,,,,,,,
fam_hist_title,Family History,76,,,,,,,
fam_homicidal,Homicidal,77,,,,,,,
fam_suicidal,Suicidal,78,,,,,,,
fam_assaultive,Assaultive,79,,,,,,,
therapy_recs,Therapeutic Recommendations,80,therapeutic_recommendations,1.0,0.89990234375,0.9599609375,0.20539504289627075,0.13427734375,0.1769479632377624
therapy_recs,Therapeutic Recommendations,80,therapeutic_recommendations,1.0,0.89990234375,0.9599609375,0.20539504289627075,0.13427734375,0.1769479632377624
therapy_recs,Therapeutic Recommendations,80,therapeutic_recommendations,1.0,0.89990234375,0.9599609375,0.20539504289627075,0.13427734375,0.1769479632377624
therapy_recs,Therapeutic Recommendations,80,therapeutic_recommendations,1.0,0.89990234375,0.9599609375,0.20539504289627075,0.13427734375,0.1769479632377624
clin_interpretations,Clinical Interpretation,81,clinical_interpretation,0.9999999701976776,0.88232421875,0.9529296696186065,0.3267456740140915,0.02099609375,0.20444584190845483
clin_interpretations,Clinical Interpretation,81,clinical_interpretation,0.9999999701976776,0.88232421875,0.9529296696186065,0.3267456740140915,0.02099609375,0.20444584190845483
clin_interpretations,Clinical Interpretation,81,clinical_interpretation,0.9999999701976776,0.88232421875,0.9529296696186065,0.3267456740140915,0.02099609375,0.20444584190845483
clin_interpretations,Clinical Interpretation,81,clinical_interpretation,0.9999999701976776,0.88232421875,0.9529296696186065,0.3267456740140915,0.02099609375,0.20444584190845483
narrative,Narrative,82,narrative,0.9999999701976776,0.82568359375,0.9302734196186065,0.0,0.0,0.0
information_text,New Salient Information provided by client/family:,83,,0.0,0.0,0.0,,,
goals_text,Goal(s)/Objective(s) focused on in this session:,84,,0.0,0.0,0.0,,,
interventions_text,Interventions provided and client/family response:,85,,0.0,0.0,0.0,,,
plan_text,Plan for Continuing Work/Care Coord/Follow-Up,86,,,,,,,
therapeutic_text,Narrative Description,87,narrative_description,1.0000000596046448,0.86865234375,0.9474609732627868,0.3083350509405136,0.7523193359375,0.48592876493930803
progress_radio,Rating of progress towards goal,88,,,,,,,
progress_text, Description of progress/client response,89,,0.0,0.0,0.0,,,
therapeutic_text,Narrative Description,90,narrative_description,1.0000000596046448,0.86865234375,0.9474609732627868,0.3083350509405136,0.7523193359375,0.48592876493930803
progress_radio,Rating of progress towards goal,91,,,,,,,
progress_text,Description of progress/client response,92,,0.0,0.0,0.0,,,
info,Session Info,93,session_info,0.9999999701976776,0.9306640625,0.9722656071186065,0.32812628149986267,-0.0009765625,0.19648514389991756
description,Description,94,description,1.0000000596046448,0.818359375,0.9273437857627869,0.0,0.0,0.0
description,Description,94,description,1.0000000596046448,0.818359375,0.9273437857627869,0.0,0.0,0.0
description,Description,94,description,1.0000000596046448,0.818359375,0.9273437857627869,0.0,0.0,0.0
description,Description,94,description,1.0000000596046448,0.818359375,0.9273437857627869,0.0,0.0,0.0
description,Description,94,description,1.0000000596046448,0.818359375,0.9273437857627869,0.0,0.0,0.0
description,Description,94,description,1.0000000596046448,0.818359375,0.9273437857627869,0.0,0.0,0.0
description,Description,94,description,1.0000000596046448,0.818359375,0.9273437857627869,0.0,0.0,0.0
description,Description,94,description,1.0000000596046448,0.818359375,0.9273437857627869,0.0,0.0,0.0
description,Description,94,description,1.0000000596046448,0.818359375,0.9273437857627869,0.0,0.0,0.0
assessment,Assessment/Clinical Impression,95,,,,,,,
response,Response,96,response,1.0,0.8134765625,0.925390625,0.0,0.0,0.0
response,Response,96,response,1.0,0.8134765625,0.925390625,0.0,0.0,0.0
response,Response,96,response,1.0,0.8134765625,0.925390625,0.0,0.0,0.0
response,Response,96,response,1.0,0.8134765625,0.925390625,0.0,0.0,0.0
response,Response,96,response,1.0,0.8134765625,0.925390625,0.0,0.0,0.0
response,Response,96,response,1.0,0.8134765625,0.925390625,0.0,0.0,0.0
response,Response,96,response,1.0,0.8134765625,0.925390625,0.0,0.0,0.0
response,Response,96,response,1.0,0.8134765625,0.925390625,0.0,0.0,0.0
response,Response,96,response,1.0,0.8134765625,0.925390625,0.0,0.0,0.0
plan,Plan,97,,,,,,,
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",98,,0.0,0.0,0.0,,,
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",98,,0.0,0.0,0.0,,,
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",98,,0.0,0.0,0.0,,,
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",98,,0.0,0.0,0.0,,,
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",98,,0.0,0.0,0.0,,,
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",98,,0.0,0.0,0.0,,,
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",98,,0.0,0.0,0.0,,,
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",98,,0.0,0.0,0.0,,,
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",98,,0.0,0.0,0.0,,,
focus,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",98,,0.0,0.0,0.0,,,
