field_title,field_key,suggested_key,suggested_cosine,suggested_nli,suggested_combined,original_key,original_cosine,original_nli,original_combined,delta_cosine,delta_nli,delta_combined
,Intervention_txt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,Intervention_txt,0.5307287275791168,0.14638270437717438,0.37699031829833984,0.46927133202552795,0.7345732301473618,0.5753920912742614
,Assessment_Plantxt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,Assessment_Plantxt,0.5053763682954013,0.18638530373573303,0.377779942471534,0.49462369130924344,0.6945706307888031,0.5746024671010672
,parties_txt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,parties_txt,0.5302934013307095,0.15364861488342285,0.3796354867517948,0.4697066582739353,0.7273073196411133,0.5727469228208064
"Explain (Include dates, means, rescue)",explain_txt4,explain,1.0000000596046448,0.9102407097816467,0.9640963196754455,explain_txt4,0.6202615275979042,0.04852195084095001,0.3915656968951225,0.37973853200674057,0.8617187589406967,0.5725306227803231
,w_triggerstxt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,w_triggerstxt,0.48908233270049095,0.2178678810596466,0.3805965520441532,0.5109177269041538,0.6630880534648895,0.571785857528448
,w_triggerstxt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,w_triggerstxt,0.48908233270049095,0.2178678810596466,0.3805965520441532,0.5109177269041538,0.6630880534648895,0.571785857528448
,service_plan_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,service_plan_text,0.5142672769725323,0.19607549905776978,0.3869905658066273,0.4857327826321125,0.6848804354667664,0.565391843765974
,monitoring_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,monitoring_text,0.5251086782664061,0.18049950897693634,0.3872650105506182,0.4748913813382387,0.7004564255475998,0.5651173990219831
"Explain (Include dates, means, rescue)",explain_txt1,explain,1.0000000596046448,0.9102407097816467,0.9640963196754455,explain_txt1,0.6210402175784111,0.06661071628332138,0.3992684170603752,0.3789598420262337,0.8436299934983253,0.5648279026150703
Progress on treatment plan (ISP) goals since last visit:,Progresstextbox,progress_treatment_plan_goals_since,0.9494503736495972,0.9597204327583313,0.9535583972930909,Progresstextbox,0.5886352956295013,0.09239204972982407,0.3901379972696304,0.3608150780200958,0.8673283830285072,0.5634204000234605
Progress on treatment plan (ISP) goals since last visit:,Progresstextbox,progress_treatment_plan_goals_since,0.9494503736495972,0.9597204327583313,0.9535583972930909,Progresstextbox,0.5886352956295013,0.09239204972982407,0.3901379972696304,0.3608150780200958,0.8673283830285072,0.5634204000234605
"Explain (Include dates, means, rescue)",explain_txt2,explain,1.0000000596046448,0.9102407097816467,0.9640963196754455,explain_txt2,0.6323366910219193,0.054165564477443695,0.40106824040412903,0.3676633685827255,0.856075145304203,0.5630280792713165
,explanation_training_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,explanation_training_text,0.5556181222200394,0.14416095614433289,0.39103525578975673,0.4443819373846054,0.7367949783802032,0.5613471537828445
Disposition plan,comments_tb,disposition_plan,1.0000000596046448,0.8505924940109253,0.940237033367157,comments_tb,0.5106317531317472,0.18145643174648285,0.3789616245776415,0.48936830647289753,0.6691360622644424,0.5612754087895155
,PhysicalLocationProviderText,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,PhysicalLocationProviderText,0.4493802525103092,0.3067837357521057,0.3923416458070278,0.5506198070943356,0.5741721987724304,0.5600407637655734
,Plan_txt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,Plan_txt,0.5273814313113689,0.1904904991388321,0.3926250584423542,0.47261862829327583,0.690465435385704,0.559757351130247
,plan_txt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,plan_txt,0.5273814313113689,0.2003786563873291,0.39658032134175303,0.47261862829327583,0.680577278137207,0.5558020882308482
Problem Solving,problem_txt,problem_solving,1.0,0.9385985136032104,0.9754394054412842,problem_txt,0.6695943772792816,0.04715263098478317,0.42061767876148226,0.3304056227207184,0.8914458826184273,0.5548217266798019
,WhoInSessionCheckboxText,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,WhoInSessionCheckboxText,0.5473128519952297,0.18959370255470276,0.4042251922190189,0.45268720760941505,0.6913622319698334,0.5481572173535822
History of Present Illness,hpi,history_present_illness,0.9789978265762329,0.9769466519355774,0.9781773567199706,hpi,0.5090695768594742,0.32016122341156006,0.43350623548030853,0.46992824971675873,0.6567854285240173,0.5446711212396621
History Of Present Illness,hpi,history_present_illness,0.9789978265762329,0.9769466519355774,0.9781773567199706,hpi,0.5090695768594742,0.32016122341156006,0.43350623548030853,0.46992824971675873,0.6567854285240173,0.5446711212396621
Other,other_txt,other,1.0000000596046448,0.9368216395378113,0.9747286915779114,other_txt,0.7029553353786469,0.022519398480653763,0.4307809606194496,0.2970447242259979,0.9143022410571575,0.5439477309584618
Interactive Teaching,interactive_txt,interactive_teaching,1.0,0.9551824331283569,0.9820729732513428,interactive_txt,0.6864422857761383,0.07236381620168686,0.4408108979463577,0.3135577142238617,0.8828186169266701,0.541262075304985
,PlanText,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,PlanText,0.5069805812090635,0.27046439051628113,0.41237410493195054,0.49301947839558125,0.610491544008255,0.5400083046406507
,PhysicalLocationClientText,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,PhysicalLocationClientText,0.4874590942636132,0.30105894804000854,0.41289903577417136,0.5125409653410316,0.5798969864845276,0.5394833737984299
,advocacy_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,advocacy_text,0.526369471102953,0.2454044669866562,0.4139834694564342,0.4736305885016918,0.6355514675378799,0.5383989401161671
Clinical Data (lab orders/results/AIMS/ phone calls/scores from rating scales):,psych_17,clinical_data,0.990871012210846,0.9278143644332886,0.965648353099823,psych_17,0.6132111698389053,0.15327492356300354,0.4292366713285446,0.3776598423719406,0.774539440870285,0.5364116817712784
,recommendations_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,recommendations_text,0.5585313737392426,0.20587652921676636,0.41746943593025204,0.4414686858654022,0.6750794053077698,0.5349129736423492
,C_Reporttxt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,C_Reporttxt,0.53684101998806,0.23941831290721893,0.41787193715572357,0.4631590396165848,0.6415376216173172,0.5345104724168777
,C_ManagementNotetxt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,C_ManagementNotetxt,0.48128303326666355,0.3229460120201111,0.41794822476804255,0.5187170263379812,0.558009922504425,0.5344341848045586
,Summary_textbox,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,Summary_textbox,0.5286842565983534,0.2527417540550232,0.41830725558102133,0.4713158030062914,0.6282141804695129,0.5340751539915799
,stressors_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,stressors_text,0.5326325967907906,0.2513018548488617,0.420100300014019,0.4673674628138542,0.6296540796756744,0.5322821095585822
,BehaviorText,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,BehaviorText,0.5571098774671555,0.21506932377815247,0.4202936559915542,0.4428901821374893,0.6658866107463837,0.532088753581047
,response_txt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,response_txt,0.5479632392525673,0.22906406223773956,0.42040356844663623,0.4520368203520775,0.6518918722867966,0.5319788411259649
,C_Responsetxt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,C_Responsetxt,0.536026619374752,0.25882041454315186,0.425144137442112,0.46397344022989273,0.6221355199813843,0.5272382721304892
Clinical Observations,clincial_text,clinical_observations,1.0000000596046448,0.9095836877822876,0.9638335108757019,clincial_text,0.5853410288691521,0.21390816569328308,0.4367678835988045,0.4146590307354927,0.6956755220890045,0.5270656272768974
,overall_outcome_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,overall_outcome_text,0.5517238304018974,0.24042201042175293,0.4272031024098396,0.44827622920274734,0.6405339241027832,0.5251793071627616
,overall_outcome_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,overall_outcome_text,0.5517238304018974,0.24042201042175293,0.4272031024098396,0.44827622920274734,0.6405339241027832,0.5251793071627616
,overall_outcome_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,overall_outcome_text,0.5517238304018974,0.24042201042175293,0.4272031024098396,0.44827622920274734,0.6405339241027832,0.5251793071627616
,overall_outcome_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,overall_outcome_text,0.5517238304018974,0.24042201042175293,0.4272031024098396,0.44827622920274734,0.6405339241027832,0.5251793071627616
,overall_outcome_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,overall_outcome_text,0.5517238304018974,0.24042201042175293,0.4272031024098396,0.44827622920274734,0.6405339241027832,0.5251793071627616
,interventions_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,interventions_text,0.5329857915639877,0.26994526386260986,0.42776958048343655,0.46701426804065704,0.6110106706619263,0.5246128290891647
,case_txt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,case_txt,0.5553420931100845,0.23968012630939484,0.4290773063898087,0.44465796649456024,0.6412758082151413,0.5233051031827926
,Med_Rectxt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,Med_Rectxt,0.5739046558737755,0.21186457574367523,0.4290886238217354,0.4260954037308693,0.6690913587808609,0.5232937857508658
,problems_textbox,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,problems_textbox,0.5315289795398712,0.27927839756011963,0.4306287467479706,0.46847108006477356,0.6016775369644165,0.5217536628246306
,maladaptive_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,maladaptive_text,0.5523961335420609,0.2524314820766449,0.43241027295589446,0.4476039260625839,0.6285244524478912,0.5199721366167067
,intervention_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,intervention_text,0.5360778458416462,0.27826979756355286,0.43295462653040884,0.4639222137629986,0.6026861369609833,0.5194277830421924
,intervention_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,intervention_text,0.5360778458416462,0.27826979756355286,0.43295462653040884,0.4639222137629986,0.6026861369609833,0.5194277830421924
"Movement toward treatment plan objectives by (include Individual's perception of services, supports and/or treatment and progress toward goals)",sud_progress,toward_treatment_plan_objectives_by,0.9814503788948059,0.9645959734916687,0.974708616733551,sud_progress,0.5424668565392494,0.32765838503837585,0.4565434679389,0.4389835223555565,0.6369375884532928,0.518165148794651
Modeling,modeling_txt,modeling,1.0,0.9002249240875244,0.9600899696350098,modeling_txt,0.7197012454271317,0.02590005472302437,0.44218076914548876,0.28029875457286835,0.8743248693645,0.517909200489521
,summary_textbox,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,summary_textbox,0.5286842565983534,0.2935448884963989,0.43462850935757164,0.4713158030062914,0.5874110460281372,0.5177539002150295
Objective (steps to goal),0bjective_steps_to_goal,objective,1.0,0.8863802552223206,0.9545521020889283,0bjective_steps_to_goal,0.6716836243867874,0.0876610204577446,0.4380745828151703,0.3283163756132126,0.798719234764576,0.516477519273758
Comments,safety_plan_comments,comments,1.0,0.8503323793411255,0.9401329517364502,safety_plan_comments,0.7051201462745667,0.0030685951933264732,0.4242995258420706,0.29487985372543335,0.847263784147799,0.5158334258943795
,others_presenttxt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,others_presenttxt,0.5790994018316269,0.22292353212833405,0.43662905395030976,0.4209006577730179,0.6580324023962021,0.5157533556222915
,focus_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,focus_text,0.5382042117416859,0.28462690114974976,0.4367732875049114,0.4617958478629589,0.5963290333747864,0.5156091220676898
,focus_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,focus_text,0.5382042117416859,0.28462690114974976,0.4367732875049114,0.4617958478629589,0.5963290333747864,0.5156091220676898
,interventiontxt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,interventiontxt,0.5647648945450783,0.24967241287231445,0.43872790187597277,0.4352351650595665,0.6312835216522217,0.5136545076966285
Material Review And Repetition,material_txt,material_review_repetition,0.9865893125534058,0.9348913431167603,0.9659101247787476,material_txt,0.7114562392234802,0.0661214143037796,0.45332230925559996,0.27513307332992554,0.8687699288129807,0.5125878155231476
,InterventionText,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,InterventionText,0.5582673437893391,0.26604992151260376,0.4413803748786449,0.4417327158153057,0.6149060130119324,0.5110020346939563
Issues Addressed During Session,issues_text,issues_addressed_during_session,1.0,0.9775652885437012,0.9910261154174804,issues_text,0.6678633391857147,0.19839705526828766,0.4800768256187439,0.3321366608142853,0.7791682332754135,0.5109492897987366
What is the plan,enhanced_clients_plan,what_plan,0.9674349725246429,0.9625788331031799,0.9654925167560577,enhanced_clients_plan,0.7466199100017548,0.018160492181777954,0.455236142873764,0.22081506252288818,0.944418340921402,0.5102563738822937
,activity_txt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,activity_txt,0.5220679864287376,0.3297756314277649,0.4451510444283485,0.47793207317590714,0.5511803030967712,0.5072313651442527
,plantxt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,plantxt,0.5637659877538681,0.2685413062572479,0.44567611515522004,0.4362340718507767,0.6124146282672882,0.5067062944173812
,plantxt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,plantxt,0.5637659877538681,0.2685413062572479,0.44567611515522004,0.4362340718507767,0.6124146282672882,0.5067062944173812
,plantxt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,plantxt,0.5637659877538681,0.2685413062572479,0.44567611515522004,0.4362340718507767,0.6124146282672882,0.5067062944173812
,men_stat_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,men_stat_text,0.5557712689042091,0.28063157200813293,0.44571539014577866,0.44422879070043564,0.6003243625164032,0.5066670194268226
,indiv_txt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,indiv_txt,0.5784176662564278,0.2475937306880951,0.4460880920290947,0.421582393348217,0.633362203836441,0.5062943175435065
Presenting Problem (please click to complete),PresentingProblem_textbox,presenting_problem,0.9999999701976776,0.9460069537162781,0.9784027636051178,PresentingProblem_textbox,0.6808940470218658,0.1633395403623581,0.47387224435806274,0.31910592317581177,0.78266741335392,0.504530519247055
,Follow_Uptxt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,Follow_Uptxt,0.5695718824863434,0.2689041495323181,0.4493047893047333,0.4304281771183014,0.612051784992218,0.503077620267868
Next Steps,victor_next_steps,next_steps,1.0,0.9297393560409546,0.9718957424163819,victor_next_steps,0.7688434422016144,0.020439092069864273,0.4694817021489143,0.23115655779838562,0.9093002639710903,0.5024140402674675
Reinforcing,reinforcing_txt,reinforcing,1.0,0.8935264945030212,0.9574105978012085,reinforcing_txt,0.7494063377380371,0.014489304274320602,0.45543952435255053,0.2505936622619629,0.8790371902287006,0.501971073448658
,tcm_service_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,tcm_service_text,0.5301686469465494,0.33148205280303955,0.4506940092891455,0.46983141265809536,0.5494738817214966,0.5016884002834557
,help_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,help_text,0.5747275799512863,0.2658134698867798,0.4511619359254837,0.42527247965335846,0.6151424646377563,0.5012204736471175
,Response_textbox,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,Response_textbox,0.5383994057774544,0.3312686085700989,0.4555470868945122,0.4616006538271904,0.5496873259544373,0.49683532267808905
,info_txt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,info_txt,0.5855569466948509,0.26087984442710876,0.45568610578775404,0.41444311290979385,0.6200760900974274,0.4966963037848472
Side Effects - Specify,psych_side_effects,side_effects_specify,0.9913491010665894,0.9824618697166443,0.9877942085266113,psych_side_effects,0.809462308883667,0.015313404612243176,0.4918027471750974,0.18188679218292236,0.9671484651044011,0.49599146135151384
,Functioning_textbox,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,Functioning_textbox,0.5232741199433804,0.3567716181278229,0.45667311921715736,0.4767259396612644,0.5241843163967133,0.49570929035544387
,Contact_Typetxt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,Contact_Typetxt,0.5680872201919556,0.2921004891395569,0.4576925277709961,0.4319128394126892,0.5888554453849792,0.4946898818016051
,AdditionalInfoText,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,AdditionalInfoText,0.5560233443975449,0.31586214900016785,0.45995886623859406,0.4439767152070999,0.5650937855243683,0.4924235433340072
Behavioral Rehearsal,behavioral_txt,behavioral_rehearsal,1.0,0.8524609804153442,0.9409843921661377,behavioral_txt,0.7172048687934875,0.04571535438299179,0.4486090630292892,0.28279513120651245,0.8067456260323524,0.4923753291368485
,needs_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,needs_text,0.5860248357057571,0.27711033821105957,0.4624590367078781,0.41397522389888763,0.6038455963134766,0.48992337286472315
,ParticipantsText,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,ParticipantsText,0.5551602728664875,0.33133581280708313,0.46563048884272573,0.4448397867381573,0.549620121717453,0.4867519207298755
,F_Historytxt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,F_Historytxt,0.5785634741187096,0.2964726984500885,0.4657271638512611,0.4214365854859352,0.5844832360744476,0.4866552457213401
Narrative Description,therapeutic_text,narrative_description,1.0,0.8688557744026184,0.9475423097610474,therapeutic_text,0.6916650086641312,0.11625039577484131,0.46149916350841524,0.30833499133586884,0.7526053786277771,0.4860431462526321
Narrative Description,therapeutic_text,narrative_description,1.0,0.8688557744026184,0.9475423097610474,therapeutic_text,0.6916650086641312,0.11625039577484131,0.46149916350841524,0.30833499133586884,0.7526053786277771,0.4860431462526321
Plan,psych_plan,plan,1.0000001192092896,0.8669991493225098,0.9467997312545776,psych_plan,0.7622696161270142,0.01238927524536848,0.46231747977435583,0.2377305030822754,0.8546098740771413,0.4844822514802218
,nature_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,nature_text,0.5664329528808594,0.3228991627693176,0.4690194368362427,0.4335671067237854,0.5580567717552185,0.48336297273635853
,progress_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,progress_text,0.5571298897266388,0.33705413341522217,0.4690995872020721,0.442870169878006,0.543901801109314,0.4832828223705291
,progress_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,progress_text,0.5571298897266388,0.33705413341522217,0.4690995872020721,0.442870169878006,0.543901801109314,0.4832828223705291
,progress_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,progress_text,0.5571298897266388,0.33705413341522217,0.4690995872020721,0.442870169878006,0.543901801109314,0.4832828223705291
Monitoring,monitoring_txt,monitoring,1.0000000596046448,0.9396467208862305,0.975858724117279,monitoring_txt,0.802814394235611,0.028015095740556717,0.49289467483758925,0.1971856653690338,0.9116316251456738,0.4829640492796898
Content / Intervention and Progress,housing_intervention,content_intervention_progress,0.9612307548522949,0.906665027141571,0.9394044637680053,housing_intervention,0.7250833660364151,0.05848073586821556,0.45844231396913526,0.23614738881587982,0.8481842912733555,0.4809621497988701
,explanation_progress_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,explanation_progress_text,0.5447465032339096,0.3639858365058899,0.4724422365427017,0.45525355637073517,0.5169700980186462,0.47994017302989955
,req_description_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,req_description_text,0.5342463441193104,0.3829325735569,0.4737208358943462,0.4657537154853344,0.4980233609676361,0.478661573678255
,client_participation_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,client_participation_text,0.5399224124848843,0.374960333108902,0.4739375807344913,0.4600776471197605,0.5059956014156342,0.4784448288381099
,steps_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,steps_text,0.5580706596374512,0.35022783279418945,0.4749335289001465,0.4419293999671936,0.5307281017303467,0.4774488806724547
Next Appointment Scheduled,nextappt_text,next_appointment_scheduled,1.0000000596046448,0.9745215177536011,0.9898086428642272,nextappt_text,0.6512540429830551,0.31101736426353455,0.5151593714952469,0.34874601662158966,0.6635041534900665,0.4746492713689803
Role Play,roleplay_txt,role_play,1.0000000596046448,0.9205949902534485,0.9682380318641662,roleplay_txt,0.8150488436222076,0.01307860016822815,0.49426074624061583,0.18495121598243713,0.9075163900852203,0.4739772856235504
,responsetxt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,responsetxt,0.5862410515546799,0.3205110430717468,0.47994904816150663,0.4137590080499649,0.5604448914527893,0.4724333614110946
Timelines for Next Service,timeline_text,timelines_next_service,0.9763076901435852,0.9617392420768738,0.9704803109169007,timeline_text,0.7071452289819717,0.1921682357788086,0.5011544317007065,0.26916246116161346,0.7695710062980652,0.4693258792161942
,concerns_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,concerns_text,0.5526597537100315,0.38051217794418335,0.48380072340369223,0.44734030589461327,0.5004437565803528,0.468581686168909
,concerns_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,concerns_text,0.5526597537100315,0.38051217794418335,0.48380072340369223,0.44734030589461327,0.5004437565803528,0.468581686168909
,documentation_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,documentation_text,0.5093900095671415,0.45566511154174805,0.48790005035698414,0.49061005003750324,0.4252908229827881,0.4644823592156171
General History of Present Illness - Narrative,psych_illness,present_illness_narrative,0.9457767605781555,0.9514164328575134,0.9480326294898986,psych_illness,0.7800503373146057,0.04162729158997536,0.4846811190247536,0.1657264232635498,0.9097891412675381,0.46335151046514506
Plan,treatment_plan,plan,1.0000001192092896,0.8669991493225098,0.9467997312545776,treatment_plan,0.7864249348640442,0.029885683208703995,0.4838092342019081,0.21357518434524536,0.8371134661138058,0.46299049705266954
Plan,treatment_plan,plan,1.0000001192092896,0.8669991493225098,0.9467997312545776,treatment_plan,0.7864249348640442,0.029885683208703995,0.4838092342019081,0.21357518434524536,0.8371134661138058,0.46299049705266954
,session_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,session_text,0.5583483576774597,0.3868483603000641,0.48974835872650146,0.44165170192718506,0.49410757422447205,0.46263405084609976
,explanation_skills_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,explanation_skills_text,0.5545825362205505,0.39321765303611755,0.4900365829467773,0.44541752338409424,0.4877382814884186,0.4623458266258239
,Chief_Comptxt,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,Chief_Comptxt,0.6167305260896683,0.3017467260360718,0.4907370060682297,0.3832695335149765,0.5792092084884644,0.46164540350437155
,event_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,event_text,0.555476825684309,0.39742112159729004,0.4922545440495014,0.44452323392033577,0.4835348129272461,0.4601278655230998
,event_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,event_text,0.555476825684309,0.39742112159729004,0.4922545440495014,0.44452323392033577,0.4835348129272461,0.4601278655230998
,additional_information_text,nan,1.0000000596046448,0.8809559345245361,0.9523824095726012,additional_information_text,0.5547757335007191,0.3999321162700653,0.4928382866084576,0.4452243261039257,0.4810238182544708,0.45954412296414365
Problem,problem_text,problem,1.0,0.9334802031517029,0.9733920812606811,problem_text,0.7441630512475967,0.16927872598171234,0.514209321141243,0.25583694875240326,0.7642014771699905,0.45918276011943815
Linking,linking_txt,linking,1.0,0.8871130347251892,0.9548452138900757,linking_txt,0.8046088814735413,0.03474675118923187,0.49666402935981746,0.19539111852645874,0.8523662835359573,0.45818118453025825
